datetimeAt,invno,dckw,ackw,dayTotal,wind_spd,temp,pres,ts
2021-12-02 20:00:00,1,1.882834121738972e-39,0.0,88.0,1.0,-1.5,1012.6,1638442800.0
2021-12-02 20:00:00,4,1.882312345453184e-39,0.0,90.6,1.0,-1.5,1012.6,1638442800.0
2021-12-02 20:00:00,5,1.876146094111544e-39,0.0,91.4,1.0,-1.5,1012.6,1638442800.0
2021-12-02 20:00:00,2,1.8747554679363237e-39,0.0,87.0,1.0,-1.5,1012.6,1638442800.0
2021-12-02 20:00:00,3,1.874244632988945e-39,0.0,87.9,1.0,-1.5,1012.6,1638442800.0
2021-12-02 21:00:00,1,1.882834121738972e-39,0.0,88.0,0.5,-1.0,1013.6,1638446400.0
2021-12-02 21:00:00,4,1.882312345453184e-39,0.0,90.6,0.5,-1.0,1013.6,1638446400.0
2021-12-02 21:00:00,5,1.876146094111544e-39,0.0,91.4,0.5,-1.0,1013.6,1638446400.0
2021-12-02 21:00:00,2,1.8747554679363237e-39,0.0,87.0,0.5,-1.0,1013.6,1638446400.0
2021-12-02 21:00:00,3,1.874244632988945e-39,0.0,87.9,0.5,-1.0,1013.6,1638446400.0
2021-12-02 22:00:00,1,1.882834121738972e-39,0.0,88.0,1.0,-0.9,1013.6,1638450000.0
2021-12-02 22:00:00,4,1.882312345453184e-39,0.0,90.6,1.0,-0.9,1013.6,1638450000.0
2021-12-02 22:00:00,5,1.876146094111544e-39,0.0,91.4,1.0,-0.9,1013.6,1638450000.0
2021-12-02 22:00:00,2,1.8747554679363237e-39,0.0,87.0,1.0,-0.9,1013.6,1638450000.0
2021-12-02 22:00:00,3,1.874244632988945e-39,0.0,87.9,1.0,-0.9,1013.6,1638450000.0
2021-12-02 23:00:00,1,1.882834121738972e-39,0.0,88.0,0.5,-1.9,1012.6,1638453600.0
2021-12-02 23:00:00,4,1.882312345453184e-39,0.0,90.6,0.5,-1.9,1012.6,1638453600.0
2021-12-02 23:00:00,5,1.876146094111544e-39,0.0,91.4,0.5,-1.9,1012.6,1638453600.0
2021-12-02 23:00:00,2,1.8747554679363237e-39,0.0,87.0,0.5,-1.9,1012.6,1638453600.0
2021-12-02 23:00:00,3,1.874244632988945e-39,0.0,87.9,0.5,-1.9,1012.6,1638453600.0
2021-12-03 00:00:00,1,0.0,0.0,0.0,1.0,-2.2,1012.6,1638457200.0
2021-12-03 00:00:00,4,0.0,0.0,0.0,1.0,-2.2,1012.6,1638457200.0
2021-12-03 00:00:00,5,0.0,0.0,0.0,1.0,-2.2,1012.6,1638457200.0
2021-12-03 00:00:00,2,0.0,0.0,0.0,1.0,-2.2,1012.6,1638457200.0
2021-12-03 00:00:00,3,0.0,0.0,0.0,1.0,-2.2,1012.6,1638457200.0
2021-12-03 01:00:00,1,0.0,0.0,0.0,0.5,-1.8,1012.6,1638460800.0
2021-12-03 01:00:00,4,0.0,0.0,0.0,0.5,-1.8,1012.6,1638460800.0
2021-12-03 01:00:00,5,0.0,0.0,0.0,0.5,-1.8,1012.6,1638460800.0
2021-12-03 01:00:00,2,0.0,0.0,0.0,0.5,-1.8,1012.6,1638460800.0
2021-12-03 01:00:00,3,0.0,0.0,0.0,0.5,-1.8,1012.6,1638460800.0
2021-12-03 02:00:00,1,0.0,0.0,0.0,0.5,-1.0,1012.6,1638464400.0
2021-12-03 02:00:00,4,0.0,0.0,0.0,0.5,-1.0,1012.6,1638464400.0
2021-12-03 02:00:00,5,0.0,0.0,0.0,0.5,-1.0,1012.6,1638464400.0
2021-12-03 02:00:00,2,0.0,0.0,0.0,0.5,-1.0,1012.6,1638464400.0
2021-12-03 02:00:00,3,0.0,0.0,0.0,0.5,-1.0,1012.6,1638464400.0
2021-12-03 03:00:00,1,0.0,0.0,0.0,0.5,-1.2,1011.6,1638468000.0
2021-12-03 03:00:00,4,0.0,0.0,0.0,0.5,-1.2,1011.6,1638468000.0
2021-12-03 03:00:00,5,0.0,0.0,0.0,0.5,-1.2,1011.6,1638468000.0
2021-12-03 03:00:00,2,0.0,0.0,0.0,0.5,-1.2,1011.6,1638468000.0
2021-12-03 03:00:00,3,0.0,0.0,0.0,0.5,-1.2,1011.6,1638468000.0
2021-12-03 04:00:00,1,0.0,0.0,0.0,1.0,-0.8,1011.6,1638471600.0
2021-12-03 04:00:00,4,0.0,0.0,0.0,1.0,-0.8,1011.6,1638471600.0
2021-12-03 04:00:00,5,0.0,0.0,0.0,1.0,-0.8,1011.6,1638471600.0
2021-12-03 04:00:00,2,0.0,0.0,0.0,1.0,-0.8,1011.6,1638471600.0
2021-12-03 04:00:00,3,0.0,0.0,0.0,1.0,-0.8,1011.6,1638471600.0
2021-12-03 05:00:00,1,0.0,0.0,0.0,0.5,-0.7,1010.6,1638475200.0
2021-12-03 05:00:00,4,0.0,0.0,0.0,0.5,-0.7,1010.6,1638475200.0
2021-12-03 05:00:00,5,0.0,0.0,0.0,0.5,-0.7,1010.6,1638475200.0
